微博正文,发布位置,话题,转发数,评论数,点赞数,发布时间,省,市
热点套路那么深#微博公开课##热门##帝吧出征#情感#人生感悟##普法课堂##我支持新疆棉花#冤有头、债有主，我要上访，不知找谁！终于看到有说得明白点的，人家布局多年、步步陷阱，我们群情激愤之余，找谁说理解决问题？／／【如何反制“抵制新疆棉”？专家：可针对BCI和相关企业提起诉讼】【环球时报-环球网报道记者赵觉珵白云怡陈青青】H&M、Nike等公司抵制新疆棉花、污蔑新疆存在“强迫劳动”的言行引发国内舆论的强烈愤慨，相关行业组织BCI（良好...O如何反制“抵制新疆棉”？专家：可针对BCI和相关企业提起诉讼,,"微博公开课,热门,帝吧出征,人生感悟,普法课堂,我支持新疆棉花",0,4,2,2021-03-25 20:27:00,,
#王者荣耀取消与Burberry合作##我为什么支持新疆棉#看到微信公众号一篇不错的建议，转一下：1.以后可以不再买，但不要烧掉或者剪掉你已经花钱买了的东西，更不要去毁坏别人的东西——这些钱也是父母们的血汗。2.不要被键盘侠利用，也不要利用别人，一边大张旗鼓地号召抵制，一边暗地里偷偷买。3.不要跑到实体店，站在道德至高点去拍摄别人，不打码。他们也只是打工者，也不容易。4.民众觉醒是个漫长的过程，不能一蹴而就。5.很重要的一条，有些事情，政府层面不好直接出面，很多确实也只能依靠民众的自觉。6.对于大部分学生来说，学习知识，夯实基础才是第一位的。不给国家添乱，就是最好的爱国，等你真正有能力时，再来为国家奉献。五千年的中华，我们无数次登上巅峰，这一次，如果国运已经来临，我们要有自信，要有坚持。接下来国内外的舆论和局势都必然不太平，既然如此，那就看谁能活到最后……我的换过一茬又一茬敌人，害还怕谁呢？,,"王者荣耀取消与Burberry合作,我为什么支持新疆棉",0,1,2,2021-03-25 20:26:00,,
#我支持新疆棉花#我们骄傲我们是中国人，我们爱我们的祖国。我们的爱国心，你不懂，你不知道中国人团结起来的力量有多强大！#新疆棉花中国自己还不够用##我为什么支持新疆棉#荒谬的抹黑中国艺人好样的👍🏼👍🏼👍🏼🇨🇳#陈奕迅终止与阿迪达斯合作##陈伟霆终止与tommyhilfiger合作#,,"我支持新疆棉花,新疆棉花中国自己还不够用,我为什么支持新疆棉,陈奕迅终止与阿迪达斯合作,陈伟霆终止与tommyhilfiger合作",2,2,27,2021-03-25 20:26:00,,
指数午后弱势震荡，创业板表现较强，碳中和迎来首次大面积退潮，高标全线补跌，森林碳汇方向大涨，数字货币、酒店、知识产权等板块涨幅居前。互动平台上对产品涨价、公司生产经营的关注保持热度，北方稀土表示公司氧化镨钕及镨钕金属业务正常开展，价格较年初有较大涨幅；三美股份表示去年第四季度至今，部分HFCs制冷剂价格有所回升；华钰矿业表示公司产品包含锑金属，锑价上涨将对公司业绩产生正向影响；科瑞技术表示目前公司具备规模化生产交付能力，目前订单饱满；宏发股份表示目前没有因汽车行业客户芯片供应紧张出现订单减少的情况；福耀玻璃表示公司计划将进一步扩大国内外光伏玻璃市场；惠发食品表示与沙县小吃集团合作后，将全面负责沙县小吃商标品牌运营；孚日股份表示公司主要原材为棉花，其中新疆棉和地产棉年均用量约2万多吨。,,,0,0,0,2021-03-25 20:25:00,,
"【多家新疆棉企收到BCI""终止合作邮件""内容曝光】24日，瑞典服装品牌H&M的一份声明惹怒中国网友，随后，#阿迪达斯#等多品牌被曝曾发过类似声明。25日，#陈奕迅终止与阿迪达斯合作#。事情是如何发生的？据悉，从2019年到2020年，多家新疆棉花生产企业收到BCI的“终止合作邮件”。邮件内容曝光>>O多家新疆企业收到BCI""终止合作邮件""内容曝光",,"阿迪达斯,陈奕迅终止与阿迪达斯合作",0,1,0,2021-03-25 20:25:00,,
【有图有真相！#华春莹展示美国黑奴被迫采棉花照片#】3月25日，外交部发言人华春莹在例行记者会上展示美国黑奴被强迫采摘棉花与中国新疆机械化采摘对比照片。华春莹表示，有关中国新疆强迫劳动的指责是不存在的。#外交部称炮制新疆棉谎言是以己度人#L澎湃新闻的微博视频#法姐播报#@人民日报,,"华春莹展示美国黑奴被迫采棉花照片,外交部称炮制新疆棉谎言是以己度人,法姐播报",0,0,0,2021-03-25 19:44:00,,
朋友圈微博都是H&M和新疆棉花。我都没点开看。我完全不知道这是同一件事。我现在大概知道了。第一感觉是：国产原材料好，好到别人妒忌，好到别人都害怕被竞争掉。棉被，除了新疆的，还有其他选项吗。这是我的脑袋。而且是真的舒服了。也不贵。但是，棉纺织品就一言难尽。做衣服这两年，很感慨，也很饮恨的是：“外贸出口”与“内销”档次差别太大了。作为没有渠道的个人手作爱好者，我在淘宝都是盯着“外贸出口”布料来买。这就是现实。中国植物种类极多，种出好棉花是完全没有问题的，问题是：纺织品的标准。外销的，随便买，很放心。内销的，金睛火眼，费神。所以，好棉花+好的纺织工艺，才能得到好的棉纺织品。好面料，好衣服，大部分销往国外，外国人才是真正体验到“新疆棉好”的人，人家害怕了。国人还是不自信，不自信源于对自己太不好了，明明放着那么好的原材料，也有先进纺织技术，偏偏纺织工艺标准跟不上。摸摸市场卖的纯棉毛巾，这就是国内标准，不接受反驳。在网上买，因为摸不到，也是极费神的事。好东西，还需要有人懂。附图：鞋子（阿迪达斯），打底裤，小背心，内裤（外贸货），自己做的：布巾（国产胚布），长裙（国产水洗棉布，染色不均匀），手袋（宜家地毯，印度）,,,0,4,0,2021-03-25 19:42:00,,
【有图有真相！#华春莹拿出两张棉花地照片做对比#】3月25日，#外交部发言人##华春莹#主持例行记者会。有记者提问关于#H&M#、#NIKE#等公司拒绝使用#新疆#产品的声明引发中国网友声讨和抵制一事，华春莹回应。#外交部称炮制新疆棉谎言是以己度人##华春莹展示美国黑奴被迫采棉花照片##新疆棉花##我支持新疆棉花#L长安街知事的微博视频,,"华春莹拿出两张棉花地照片做对比,外交部发言人,华春莹,NIKE,新疆,外交部称炮制新疆棉谎言是以己度人,华春莹展示美国黑奴被迫采棉花照片,新疆棉花,我支持新疆棉花",53,21,429,2021-03-25 19:42:00,,
#我为什么支持新疆棉#总有些人喜欢又当又立！为什么支持？因为它是在新疆，因为它是在中国，因为它是真的足够好。我实在是不明白，为什么总有些人有些品牌，瞧不起中国，看不上中国人，却不得不承认自己渴求中国市场，它有庞大的人口量，消费水平高，像个在床上又当又立的裱子…我说实话，我不相信所有中国人都会群起而攻之这些品牌，HM线下店仍然火爆，总有人会买阿迪达斯，这种，太常见了~不是所有人都脑子清醒，不是所有人脑子没毛病做好自己即可,,我为什么支持新疆棉,0,0,0,2021-03-25 19:42:00,,
对，我就是爱公司，所有对丁真成长的帮助的，我都赞扬。丁真删掉了穿着优衣库品牌服装拍的那个视频，还表明了支持新疆棉的立场，我必须称赞理塘文旅团队反应敏锐，行动迅速。团队没有运作过流量，小小一点不专业问题不大，期待他们和丁真一起成长，经受流量的考验。原则上大方向不迟钝不糊涂才是最重要的，我看好丁真的公司。,,,0,1,11,2021-03-25 19:42:00,,
#新疆是个好地方我在新疆等你##我为什么支持新疆棉#走入白皑皑的银色世界，轻数从天而落的点点细雪……想必是每个人心中暗藏的小小心愿！说到赏雪首选，最先想到的地方首选新疆，因为冬季漫长且寒冷，加上自然环境优美动人。从著名雪都阿勒泰，一直到整个冬天都在降雪的禾木，冬季百态雪景让游客们拥有了更多选择~你心动了吗？L热门旅行家的微博视频,,"新疆是个好地方 我在新疆等你,我为什么支持新疆棉",0,0,0,2021-03-25 19:41:00,,
刷热搜突然看到好多明星解约，不解约就集中火力攻击，风向是不是有偏差了呢？初衷不应该是为了谴责，抵制那些不用新疆棉的品牌么？？？？？怎么最后变成了逼迫自己人，跑到直播间里为难直播小姐姐的，这算爱国吗？还记得当时纪梵希辱华，销售量下降，完了大家争着抢着去买打折的东西的。还有就是《民法典》里讲了，艺人因为品牌商那边问题解约的，不用赔偿的#不要为难打工人##我支持新疆棉花#,,"不要为难打工人,我支持新疆棉花",0,1,25,2021-03-25 19:31:00,,
【新疆棉】开盘消息面最热的无疑是新疆棉的事件。H&M昨晚最先被下架，随后NIKE今日也被顶到风口浪尖。如此之大的事件，当然会在二级市场出现反应。很多相关概念股都是竞价一字板开，比如新疆地区的棉花企业新赛股份、新农开发。国产服装作为替代概念也都大幅高开，美邦服饰、日播时尚顶死一字板，兴业科技、起步股份、搜于特涨停，太平鸟、浪莎股份、柏堡龙、森马服饰均盘中上涨。,,,0,0,2,2021-03-25 19:00:00,,
【#BCI组织#】安踏宣布退出BCI组织将一直采购新疆棉花【侨报网综合讯】24日，瑞典服装与化妆品销售企业H&M集团“碰瓷”新疆棉花一事中，中国体育品牌安踏被指曾加入涉事的瑞士良好棉花发展协会（BetterCottonInitiative，简称BCI）。随即安踏发表声明称，将退出BCI组织一直采购和使用中国棉产区出产的棉花，包括新疆棉。北京环球网报道，安踏官方微博@安踏体育24日晚发表声明称，注意到了近日BCI发表的声明，并对此事严重关切，我们正在启动相关程序，退出该组织。声明还称，安踏一直采购和使用中国棉产区出产的棉花，包括新疆棉，在未来也将继续采购和使用中国棉。O网页链接,,BCI组织,2,4,21,2021-03-24 23:51:00,吉林省,长春市
【侠客岛：H&M抵制新疆棉产品？真该让他们看看这个视频】#新疆雪白的棉花#服装品牌H&M日前在网站发布了一份声明，其中写道：“H&M集团对来自民间社会组织的报告和媒体的报道深表关注，其中包括对新疆维吾尔自治区少数民族强迫劳动和宗教歧视的指控”，“我们产品所需要的棉花将不再从那里获得”。#薇娅下架涉及污蔑新疆棉品牌#这样的无稽之谈当然在中国引发众怒。对所谓新疆存在“强迫劳动”“强迫绝育”等“侵犯人权行为”的说法，外交部已在多个场合反复澄清事实和真相：这是彻头彻尾的谎言！不如看一则去年新疆棉花丰收期拍摄的视频吧。当然，惯于戴着有色眼镜的人们，说什么都会装作看不见的。@人民日报海外版-海外网L人民日报海外版-海外网的微博视频,,"新疆雪白的棉花,薇娅下架涉及污蔑新疆棉品牌",0,0,0,2021-03-24 23:51:00,,
#薇娅下架涉及污蔑新疆棉品牌#好！！！,,薇娅下架涉及污蔑新疆棉品牌,0,0,0,2021-03-24 23:51:00,,
#杨笠发文#喷杨笠的男的也要用卫生巾？女性就不用电脑了吗，随便热搜点进去看看就是血压飙升的程度。有空喷杨笠不如去抵制新疆棉词条下多说几句吧哦，对了，可千万别抱着你的aj做跪族男孩哦,,杨笠发文,0,0,13,2021-03-24 23:51:00,,
#Nike禁用新疆棉#emmm你这声明，跟直接开骂有什么不一样？比H&M的还要恶心，是一种理直气壮的？谁给你的勇气和自信。尊重啊，说了多少遍，尊重是前提。,,Nike禁用新疆棉,0,0,0,2021-03-24 23:51:00,,
#nike禁用新疆棉##hm碰瓷新疆棉花#所以歪果仁是又合起伙来搞事情是吗？那我们国人也得拿出自己的态度才行才是。怕是以为我们没这几个牌子就没衣服鞋子穿不是？,,"nike禁用新疆棉,hm碰瓷新疆棉花",0,0,2,2021-03-24 23:51:00,,
